Date,Currency,Open,High,Low,Close,Volume BTC,Volume USD
2019-02-17,BTC,3582.3,3675.87,3557.38,3626.7,1439.01,5181942.16
2019-02-18,BTC,3626.7,3912.51,3618.09,3866.99,3804.26,14375151.88
2019-02-19,BTC,3866.99,3971.46,3844.37,3892.03,3746.26,14627443.46
2019-02-20,BTC,3892.03,3966.67,3865.02,3941.16,3014.33,11805181.16
2019-02-21,BTC,3941.16,3987.0,3870.0,3901.59,2537.68,9925700.24
2019-02-22,BTC,3901.59,3954.99,3885.12,3946.56,1570.5,6174383.0
2019-02-23,BTC,3946.56,4153.01,3914.25,4110.99,2210.12,8914369.13
2019-02-24,BTC,4110.99,4186.99,3715.51,3732.48,5902.28,22906892.0
2019-02-25,BTC,3732.48,3859.17,3732.48,3820.26,2262.61,8602292.4
2019-02-26,BTC,3820.26,3828.12,3764.95,3799.99,1620.42,6147361.37
2019-02-27,BTC,3799.99,3820.28,3650.8,3800.0,3091.89,11629064.35
2019-02-28,BTC,3800.0,3912.16,3752.05,3791.49,3708.44,14179915.95
2019-03-01,BTC,3791.49,3843.78,3791.49,3808.12,1608.09,6142566.66
2019-03-02,BTC,3808.12,3818.31,3761.02,3812.45,584.96,2225132.76
2019-03-03,BTC,3812.45,3818.52,3761.95,3789.61,502.67,1908623.58
2019-03-04,BTC,3789.61,3805.46,3675.0,3700.82,1822.32,6788402.72
2019-03-05,BTC,3700.82,3876.59,3695.0,3845.73,2545.61,9666566.71
2019-03-06,BTC,3845.73,3893.29,3811.16,3850.46,2898.24,11133131.82
2019-03-07,BTC,3850.46,3889.72,3829.54,3855.26,1991.41,7693446.38
2019-03-08,BTC,3855.26,3910.0,3771.78,3842.0,2701.45,10468107.75
2019-03-09,BTC,3842.0,3947.88,3835.35,3917.49,847.81,3307557.71
2019-03-10,BTC,3917.49,3918.35,3870.0,3899.07,739.42,2880040.47
2019-03-11,BTC,3899.07,3910.46,3815.06,3851.15,1761.88,6790809.01
2019-03-12,BTC,3851.15,3876.22,3800.0,3862.12,2271.46,8733286.77
2019-03-13,BTC,3862.12,3869.99,3826.0,3850.96,2056.16,7919141.59
2019-03-14,BTC,3850.96,3900.0,3785.0,3855.87,2577.02,9903376.59
2019-03-15,BTC,3855.87,3907.11,3847.95,3901.0,2134.67,8300709.16
2019-03-16,BTC,3901.0,4037.02,3899.0,3990.0,1895.02,7539679.86
2019-03-17,BTC,3990.0,3992.42,3930.06,3965.45,517.09,2049556.87
2019-03-18,BTC,3965.45,4015.85,3936.36,3969.99,1951.98,7744117.58
2019-03-19,BTC,3969.99,4012.69,3951.66,4001.3,1790.84,7126346.95
2019-03-20,BTC,4001.3,4048.85,3963.72,4032.0,2515.81,10066510.2
2019-03-21,BTC,4032.0,4059.37,3915.09,3975.01,2725.24,10877458.98
2019-03-22,BTC,3975.01,3999.73,3963.88,3986.67,1001.2,3989559.9
2019-03-23,BTC,3986.67,4000.5,3961.01,3982.45,809.89,3227449.04
2019-03-24,BTC,3982.45,3982.45,3947.0,3971.53,668.72,2653311.12
2019-03-25,BTC,3971.53,4034.13,3858.55,3908.7,2396.13,9428641.17
2019-03-26,BTC,3908.7,3921.73,3882.92,3919.99,1515.98,5930417.49
2019-03-27,BTC,3919.99,4034.0,3914.95,4027.35,2482.16,9916749.35
2019-03-28,BTC,4027.35,4027.35,3995.0,4012.81,1368.83,5490203.9
2019-03-29,BTC,4012.81,4098.04,4007.71,4082.72,1721.0,6993892.12
2019-03-30,BTC,4082.72,4129.49,4037.28,4094.03,990.66,4046158.0
2019-03-31,BTC,4094.03,4102.91,4076.62,4095.01,498.51,2038822.54
2019-04-01,BTC,4095.01,4147.99,4052.49,4136.54,2280.26,9408272.18
2019-04-02,BTC,4136.54,5090.62,4131.25,4903.3,11731.41,55048636.68
2019-04-03,BTC,4903.3,5346.68,4800.0,4976.94,11038.1,55729580.72
2019-04-04,BTC,4976.94,5072.57,4782.47,4907.68,4002.33,19878417.97
2019-04-05,BTC,4907.68,5067.41,4887.05,5041.0,2898.13,14474678.58
2019-04-06,BTC,5041.0,5239.4,4892.5,5044.56,2390.58,12093844.29
2019-04-07,BTC,5044.56,5266.74,5029.23,5196.02,1510.27,7777657.09
2019-04-08,BTC,5196.02,5350.0,5132.26,5287.88,2766.25,14524197.92
2019-04-09,BTC,5287.88,5287.89,5147.16,5194.98,2775.27,14485148.38
2019-04-10,BTC,5194.98,5471.14,5166.42,5319.55,4036.77,21381284.54
2019-04-11,BTC,5319.55,5347.07,4970.51,5044.68,4747.9,24319016.22
2019-04-12,BTC,5044.68,5117.05,4903.64,5091.58,3367.28,16969147.62
2019-04-13,BTC,5091.58,5141.74,5038.09,5069.48,1543.17,7864420.45
2019-04-14,BTC,5069.48,5187.94,5017.0,5161.51,1475.51,7492355.75
2019-04-15,BTC,5161.51,5190.0,4950.0,5036.86,2159.21,10985361.14
2019-04-16,BTC,5036.86,5230.0,5022.84,5203.65,2112.45,10803162.22
2019-04-17,BTC,5203.65,5271.87,5177.37,5246.1,2396.04,12519648.79
2019-04-18,BTC,5246.1,5315.48,5226.96,5283.73,1658.46,8737964.94
2019-04-19,BTC,5283.73,5358.64,5197.38,5286.63,1345.75,7082655.26
2019-04-20,BTC,5286.63,5358.02,5265.78,5321.31,536.65,2852403.58
2019-04-21,BTC,5321.31,5342.23,5215.53,5296.26,754.94,3987312.14
2019-04-22,BTC,5296.26,5439.99,5256.77,5390.0,1605.17,8587378.49
2019-04-23,BTC,5390.0,5643.97,5366.89,5538.25,3211.67,17832484.4
2019-04-24,BTC,5538.25,5624.58,5376.53,5445.16,3427.55,18821335.83
2019-04-25,BTC,5445.16,5515.4,4976.13,5138.43,3794.34,19789652.85
2019-04-26,BTC,5138.43,5290.47,5046.15,5140.38,2655.37,13663191.88
2019-04-27,BTC,5140.38,5217.4,5119.47,5174.18,947.36,4896922.06
2019-04-28,BTC,5174.18,5213.66,5103.74,5157.02,562.51,2906203.15
2019-04-29,BTC,5157.02,5189.14,5071.48,5149.86,1127.6,5803458.66
2019-04-30,BTC,5149.86,5285.02,5133.08,5266.34,1713.74,8956863.33
2019-05-01,BTC,5266.34,5358.3,5266.34,5329.97,1333.42,7081712.62
2019-05-02,BTC,5329.97,5421.33,5306.95,5391.01,1714.31,9215150.95
2019-05-03,BTC,5391.01,5800.02,5365.2,5660.3,3157.7,17825555.95
2019-05-04,BTC,5660.3,5837.2,5511.01,5769.51,1980.52,11274205.0
2019-05-05,BTC,5769.51,5778.4,5630.63,5715.3,595.99,3404654.18
2019-05-06,BTC,5715.3,5758.31,5570.0,5686.65,1451.05,8225288.67
2019-05-07,BTC,5686.65,5969.51,5686.65,5745.0,2855.5,16703547.42
2019-05-08,BTC,5745.0,5989.98,5653.65,5935.1,1892.96,11041418.25
2019-05-09,BTC,5935.1,6170.33,5935.01,6146.18,2355.05,14242761.9
2019-05-10,BTC,6146.18,6427.25,6110.3,6378.01,3414.36,21471495.1
2019-05-11,BTC,6378.01,7445.45,6354.69,7227.75,5637.01,39089913.34
2019-05-12,BTC,7227.75,7578.83,6760.0,6976.25,9696.46,69215337.68
2019-05-13,BTC,6976.25,8170.0,6869.09,7822.67,8023.11,62026698.03
2019-05-14,BTC,7822.67,8342.0,7625.0,7995.48,5334.13,42471157.08
2019-05-15,BTC,7995.48,8299.5,7840.82,8198.47,3420.5,27667357.92
2019-05-16,BTC,8198.47,8380.0,7665.47,7881.38,3821.51,30539555.78
2019-05-17,BTC,7881.38,7941.51,6630.41,7361.92,8410.19,60482380.56
2019-05-18,BTC,7361.92,7488.21,7210.98,7262.52,1254.0,9211267.03
2019-05-19,BTC,7262.52,8304.56,7257.75,8192.44,2486.79,19707773.03
2019-05-20,BTC,8192.44,8198.02,7576.35,8003.97,3771.45,29874745.8
2019-05-21,BTC,8003.97,8111.32,7809.64,7954.49,1817.9,14456002.87
2019-05-22,BTC,7954.49,8044.08,7504.0,7620.0,2278.64,17802633.09
2019-05-23,BTC,7620.0,7983.03,7470.9,7879.92,1829.05,14142701.87
2019-05-24,BTC,7879.92,8180.0,7800.0,8004.36,1574.28,12636731.56
2019-05-25,BTC,8004.36,8149.5,7947.79,8074.87,710.61,5715577.55
2019-05-26,BTC,8074.87,8786.32,7891.47,8750.01,2687.87,22739403.12
2019-05-27,BTC,8750.01,8946.0,8629.02,8781.16,2344.39,20634713.19
2019-05-28,BTC,8781.16,8823.75,8550.0,8726.4,2265.02,19669909.45
2019-05-29,BTC,8726.4,8760.0,8431.15,8659.18,1898.49,16374194.94
2019-05-30,BTC,8659.18,9094.51,8000.0,8273.76,4602.24,39405604.11
2019-05-31,BTC,8273.76,8554.96,8114.72,8516.2,2416.2,20222979.67
2019-06-01,BTC,8516.2,8621.0,8458.34,8566.1,641.3,5483092.32
2019-06-02,BTC,8566.1,8831.69,8546.38,8745.75,505.65,4397819.2
2019-06-03,BTC,8745.75,8745.75,8030.32,8110.99,2748.44,23018359.18
2019-06-04,BTC,8110.99,8110.99,7440.83,7682.81,6700.56,52363586.43
2019-06-05,BTC,7682.81,7923.98,7570.65,7791.42,1914.1,14866239.17
2019-06-06,BTC,7791.42,7876.91,7450.0,7801.0,1396.41,10729066.54
2019-06-07,BTC,7801.0,8130.0,7766.0,8002.98,1726.06,13745563.26
2019-06-08,BTC,8002.98,8058.34,7787.78,7936.35,428.02,3387033.93
2019-06-09,BTC,7936.35,7962.68,7510.0,7643.46,586.97,4524910.5
2019-06-10,BTC,7643.46,8095.19,7525.67,8024.35,1339.71,10598733.14
2019-06-11,BTC,8024.35,8056.23,7710.12,7920.63,1084.97,8543584.1
2019-06-12,BTC,7920.63,8290.2,7826.63,8176.44,1842.96,14960297.53
2019-06-13,BTC,8176.44,8329.13,8048.33,8256.09,971.21,7973955.55
2019-06-14,BTC,8256.09,8729.17,8185.0,8699.71,1508.91,12721601.77
2019-06-15,BTC,8699.71,8911.6,8627.97,8853.3,920.94,8066115.81
2019-06-16,BTC,8853.3,9386.98,8800.04,8989.89,3091.45,28115796.41
2019-06-17,BTC,8989.89,9472.0,8977.38,9331.03,2980.05,27579721.71
2019-06-18,BTC,9331.03,9360.74,8930.45,9084.31,2560.82,23356172.21
2019-06-19,BTC,9084.31,9324.25,9039.34,9282.65,2017.16,18441752.37
2019-06-20,BTC,9282.65,9605.44,9211.96,9534.88,1988.86,18731396.88
2019-06-21,BTC,9534.88,10243.82,9532.61,10233.92,3004.88,29641395.42
2019-06-22,BTC,10233.92,11201.0,10085.83,10676.48,5157.34,55101511.44
2019-06-23,BTC,10676.48,11200.0,10490.0,10842.82,1833.2,19739732.25
2019-06-24,BTC,10842.82,11090.0,10531.2,11035.0,2015.97,21872075.9
2019-06-25,BTC,11035.0,11791.53,11000.48,11759.9,3011.26,34134572.62
2019-06-26,BTC,11759.9,13858.37,11454.8,12936.45,10928.35,138561002.61
2019-06-27,BTC,12936.45,13359.99,10299.0,11143.74,9062.65,104698562.75
2019-06-28,BTC,11143.74,12436.0,10738.17,12388.24,3871.68,45240001.55
2019-06-29,BTC,12388.24,12388.24,11200.0,11885.94,2819.35,33306314.31
2019-06-30,BTC,11885.94,12197.03,10642.07,10746.0,3327.58,37480404.66
2019-07-01,BTC,10746.0,11199.59,9960.0,10451.1,5301.52,55874250.19
2019-07-02,BTC,10451.1,10915.95,9653.0,10833.82,3877.44,40051728.82
2019-07-03,BTC,10833.82,12023.24,10833.82,11987.32,4604.8,52462719.44
2019-07-04,BTC,11987.32,12052.86,11040.0,11144.85,2539.09,29605721.52
2019-07-05,BTC,11144.85,11441.84,10760.1,10997.3,2095.27,23254456.66
2019-07-06,BTC,10997.3,11722.58,10993.85,11242.22,1148.1,13112321.16
2019-07-07,BTC,11242.22,11624.88,11086.72,11475.07,828.14,9408644.03
2019-07-08,BTC,11475.07,12400.0,11332.52,12307.13,2406.04,28739475.55
2019-07-09,BTC,12307.13,12832.83,12122.51,12570.42,3496.33,43658786.73
2019-07-10,BTC,12570.42,13186.9,11536.35,12097.34,6346.41,78559413.01
2019-07-11,BTC,12097.34,12097.34,10963.27,11320.13,4685.24,53939623.31
2019-07-12,BTC,11319.42,11947.85,11082.55,11776.4,1796.69,20810164.59
2019-07-13,BTC,11776.4,11847.0,10791.73,11374.76,2235.16,25120178.26
2019-07-14,BTC,11374.76,11458.2,10095.0,10200.8,2302.37,24473609.99
2019-07-15,BTC,10200.8,11088.44,9862.89,10850.0,3214.98,33424877.9
2019-07-16,BTC,10850.0,11030.0,9358.0,9429.05,5348.53,53519126.64
2019-07-17,BTC,9429.05,9981.23,9074.0,9703.58,3948.51,37629170.72
2019-07-18,BTC,9703.58,10795.01,9290.0,10647.85,4253.13,43129377.04
2019-07-19,BTC,10647.85,10762.5,10102.06,10535.46,2046.58,21366864.92
2019-07-20,BTC,10535.46,11122.83,10373.71,10753.17,2035.8,21875586.14
2019-07-21,BTC,10753.17,10827.08,10330.0,10590.0,1126.18,11910545.61
2019-07-22,BTC,10590.0,10700.0,10065.67,10326.64,2168.4,22425307.96
2019-07-23,BTC,10326.64,10327.38,9807.7,9842.72,2143.54,21508362.75
2019-07-24,BTC,9842.72,9911.76,9509.0,9770.17,2073.98,20106456.91
2019-07-25,BTC,9770.17,10183.37,9743.3,9910.54,1479.11,14804115.44
2019-07-26,BTC,9910.54,9945.23,9652.01,9851.02,1331.69,13024917.35
2019-07-27,BTC,9851.02,10240.45,9300.0,9478.3,2757.26,26618168.46
2019-07-28,BTC,9478.3,9635.45,9110.61,9523.42,1351.67,12754755.61
2019-07-29,BTC,9523.42,9720.0,9362.5,9504.23,1252.11,11909747.45
2019-07-30,BTC,9504.23,9794.65,9374.5,9599.07,1266.75,12190584.07
2019-07-31,BTC,9599.07,10130.58,9577.65,10079.54,1380.01,13705760.92
2019-08-01,BTC,10079.54,10490.86,9893.06,10409.99,1342.2,13656281.27
2019-08-02,BTC,10409.99,10677.32,10334.51,10528.81,2161.49,22710886.38
2019-08-03,BTC,10528.81,10922.41,10512.32,10817.34,1264.45,13578463.94
2019-08-04,BTC,10817.34,11085.34,10580.0,10975.0,948.33,10310198.9
2019-08-05,BTC,10975.0,11950.0,10975.0,11815.28,2362.19,27509110.08
2019-08-06,BTC,11815.28,12321.01,11205.72,11464.34,3586.66,42115688.5
2019-08-07,BTC,11464.34,12141.68,11390.14,11972.53,3583.16,42034544.56
2019-08-08,BTC,11972.53,12018.99,11468.19,11841.61,1226.61,14347239.78
2019-08-09,BTC,11843.87,11961.74,11653.87,11857.08,1530.48,18065379.11
2019-08-10,BTC,11857.08,11973.68,11175.0,11284.24,2708.47,30958227.19
2019-08-11,BTC,11284.24,11577.38,11091.75,11527.27,849.56,9624658.96
2019-08-12,BTC,11527.27,11550.99,11226.82,11381.51,828.44,9426214.53
2019-08-13,BTC,11381.51,11444.13,10750.0,10857.49,2259.65,24871234.47
2019-08-14,BTC,10857.49,10858.51,9896.53,10016.88,3454.39,35649467.85
2019-08-15,BTC,10016.88,10445.74,9477.52,10297.86,4401.98,43998639.29
2019-08-16,BTC,10297.86,10539.73,9739.58,10360.22,2266.37,22939856.93
2019-08-17,BTC,10360.22,10465.37,9981.77,10198.84,483.0,4935422.49
2019-08-18,BTC,10198.84,10508.93,10082.79,10317.97,637.52,6586778.6
2019-08-19,BTC,10317.97,10931.51,10279.9,10919.99,1580.24,16872487.03
2019-08-20,BTC,10919.99,10950.0,10560.15,10747.06,894.4,9615670.85
2019-08-21,BTC,10747.06,10806.64,9842.51,10132.44,3066.63,31211146.68
2019-08-22,BTC,10132.44,10230.57,9759.62,10164.82,1417.56,14128687.08
2019-08-23,BTC,10164.82,10477.0,10056.5,10408.14,1407.79,14574367.25
2019-08-24,BTC,10408.14,10433.49,9888.0,10151.83,1409.69,14191334.73
2019-08-25,BTC,10151.83,10370.71,9907.5,10135.59,1085.76,10955510.62
2019-08-26,BTC,10135.59,10662.57,10135.59,10367.23,2655.77,27655506.75
2019-08-27,BTC,10367.23,10379.19,10026.73,10175.8,1058.26,10754088.23
2019-08-28,BTC,10175.8,10290.69,9512.5,9726.85,3434.06,33607083.44
2019-08-29,BTC,9726.85,9726.85,9290.3,9488.28,1984.22,18806695.1
2019-08-30,BTC,9488.28,9696.3,9348.37,9581.96,1076.62,10276519.55
2019-08-31,BTC,9581.96,9699.0,9443.87,9604.43,375.44,3596661.49
2019-09-01,BTC,9604.43,9839.6,9543.86,9773.12,402.63,3891384.21
2019-09-02,BTC,9773.12,10480.47,9750.92,10392.28,1229.01,12458747.63
2019-09-03,BTC,10392.28,10775.31,10292.88,10625.2,1812.23,19192642.75
2019-09-04,BTC,10625.2,10830.0,10380.42,10584.13,1470.32,15567690.42
2019-09-05,BTC,10584.13,10656.52,10458.71,10600.0,808.18,8528024.37
2019-09-06,BTC,10600.0,10972.06,10185.68,10351.0,3250.89,34342501.52
2019-09-07,BTC,10351.0,10568.67,10330.0,10483.37,656.04,6842717.34
2019-09-08,BTC,10483.37,10593.92,10227.75,10406.94,477.84,4969512.09
2019-09-09,BTC,10406.94,10542.55,10067.5,10313.99,1323.33,13627271.9
2019-09-10,BTC,10313.99,10392.72,9925.0,10100.0,1143.71,11530517.16
2019-09-11,BTC,10100.0,10308.15,9866.43,10161.12,1137.39,11485136.14
2019-09-12,BTC,10161.12,10465.63,10033.92,10432.63,832.65,8561171.19
2019-09-13,BTC,10432.63,10454.48,10156.59,10359.27,833.16,8581848.02
2019-09-14,BTC,10359.27,10444.02,10232.04,10360.29,288.31,2986871.05
2019-09-15,BTC,10360.29,10386.6,10271.0,10314.68,322.41,3325590.24
2019-09-16,BTC,10314.68,10375.66,10087.5,10271.26,1159.35,11849977.22
2019-09-17,BTC,10271.26,10282.91,10139.73,10192.0,661.45,6760798.55
2019-09-18,BTC,10192.0,10262.52,9900.0,10162.8,1758.53,17848742.91
2019-09-19,BTC,10162.8,10385.31,9592.5,10239.97,2523.2,25233373.42
2019-09-20,BTC,10239.97,10274.9,10057.55,10168.86,925.3,9402772.44
2019-09-21,BTC,10168.86,10171.0,9922.51,9980.93,471.15,4721665.12
2019-09-22,BTC,9980.93,10091.19,9849.09,10031.31,326.62,3253066.48
2019-09-23,BTC,10031.31,10047.83,9615.75,9693.28,2114.59,20720560.84
2019-09-24,BTC,9693.28,9776.27,7991.18,8543.36,9639.39,83653880.08
2019-09-25,BTC,8543.36,8745.0,8221.21,8431.9,2894.52,24390800.24
2019-09-26,BTC,8431.9,8458.43,7718.0,8065.1,5752.48,46120162.04
2019-09-27,BTC,8065.1,8281.99,7860.0,8197.0,1713.69,13772810.94
2019-09-28,BTC,8197.0,8347.44,8022.5,8227.28,1064.94,8720080.65
2019-09-29,BTC,8227.28,8242.6,7906.15,8056.19,730.91,5862130.88
2019-09-30,BTC,8056.19,8368.45,7705.5,8301.76,2580.78,20925405.99
2019-10-01,BTC,8301.76,8531.25,8201.64,8330.62,1640.46,13721824.11
